Pavarde        Vardas         vidurkis            mediana             
Vardas5927     Pavarde5927    8.3                 8.2                 
Vardas125      Pavarde125     8.3                 8.6                 
Vardas5778     Pavarde5778    8.3                 9                   
Vardas3466     Pavarde3466    8.3                 8.2                 
Vardas8213     Pavarde8213    8.3                 8.6                 
Vardas7829     Pavarde7829    8.3                 8.6                 
Vardas7988     Pavarde7988    8.3                 8.6                 
Vardas1335     Pavarde1335    8.3                 8.2                 
Vardas5762     Pavarde5762    8.3                 8.6                 
Vardas1037     Pavarde1037    8.3                 8.6                 
Vardas3135     Pavarde3135    8.3                 8.2                 
Vardas2864     Pavarde2864    8.3                 9                   
Vardas3279     Pavarde3279    8.3                 8.2                 
Vardas8611     Pavarde8611    8.3                 9                   
Vardas2855     Pavarde2855    8.3                 8.6                 
Vardas8753     Pavarde8753    8.3                 8.6                 
Vardas4671     Pavarde4671    8.3                 8.6                 
Vardas8769     Pavarde8769    8.3                 9                   
Vardas2213     Pavarde2213    8.3                 8.2                 
Vardas2635     Pavarde2635    8.3                 8.2                 
Vardas1729     Pavarde1729    8.3                 7.8                 
Vardas772      Pavarde772     8.3                 7.8                 
Vardas9241     Pavarde9241    8.3                 8.6                 
Vardas5406     Pavarde5406    8.3                 8.6                 
Vardas5109     Pavarde5109    8.2                 9.2                 
Vardas7688     Pavarde7688    8.2                 7.6                 
Vardas9938     Pavarde9938    8.2                 8.4                 
Vardas8939     Pavarde8939    8.2                 8                   
Vardas1714     Pavarde1714    8.2                 8.4                 
Vardas9815     Pavarde9815    8.2                 8.4                 
Vardas4867     Pavarde4867    8.2                 7.6                 
Vardas3907     Pavarde3907    8.2                 8.4                 
Vardas200      Pavarde200     8.2                 8.8                 
Vardas8543     Pavarde8543    8.2                 8.4                 
Vardas7314     Pavarde7314    8.2                 8                   
Vardas4885     Pavarde4885    8.2                 8.8                 
Vardas9683     Pavarde9683    8.2                 8.4                 
Vardas1221     Pavarde1221    8.2                 9.2                 
Vardas7786     Pavarde7786    8.2                 8                   
Vardas276      Pavarde276     8.2                 8.4                 
Vardas1156     Pavarde1156    8.2                 8                   
Vardas696      Pavarde696     8.2                 8.4                 
Vardas3023     Pavarde3023    8.2                 8.4                 
Vardas8086     Pavarde8086    8.2                 8.8                 
Vardas5421     Pavarde5421    8.2                 8                   
Vardas3276     Pavarde3276    8.2                 8.8                 
Vardas378      Pavarde378     8.2                 8.4                 
Vardas6666     Pavarde6666    8.2                 7.6                 
Vardas6796     Pavarde6796    8.2                 8                   
Vardas9605     Pavarde9605    8.2                 8                   
Vardas7053     Pavarde7053    8.2                 8.8                 
Vardas5372     Pavarde5372    8.2                 8                   
Vardas3461     Pavarde3461    8.2                 8.4                 
Vardas9527     Pavarde9527    8.2                 8.4                 
Vardas5890     Pavarde5890    8.2                 8.4                 
Vardas8671     Pavarde8671    8.2                 8.4                 
Vardas7106     Pavarde7106    8.2                 8.4                 
Vardas967      Pavarde967     8.2                 8.4                 
Vardas7108     Pavarde7108    8.2                 8.8                 
Vardas4146     Pavarde4146    8.2                 8.8                 
Vardas5739     Pavarde5739    8.2                 8.4                 
Vardas8739     Pavarde8739    8.2                 8.4                 
Vardas9423     Pavarde9423    8.2                 8.8                 
Vardas2747     Pavarde2747    8.2                 8.8                 
Vardas9293     Pavarde9293    8.2                 7.6                 
Vardas875      Pavarde875     8.2                 8                   
Vardas4468     Pavarde4468    8.2                 8.4                 
Vardas5215     Pavarde5215    8.2                 8                   
Vardas309      Pavarde309     8.2                 8                   
Vardas1353     Pavarde1353    8.2                 8.8                 
Vardas8792     Pavarde8792    8.2                 8.4                 
Vardas1699     Pavarde1699    8.2                 8.8                 
Vardas831      Pavarde831     8.2                 8.8                 
Vardas4295     Pavarde4295    8.2                 8.4                 
