Pavarde        Vardas         vidurkis            mediana             
Vardas8689     Pavarde8689    4.6                 4.4                 
Vardas2292     Pavarde2292    4.6                 4.4                 
Vardas2295     Pavarde2295    4.6                 5.2                 
Vardas778      Pavarde778     4.6                 5.2                 
Vardas3121     Pavarde3121    4.6                 5.2                 
Vardas5985     Pavarde5985    4.6                 4.8                 
Vardas3020     Pavarde3020    4.6                 4.4                 
Vardas4710     Pavarde4710    4.6                 4.8                 
Vardas3274     Pavarde3274    4.6                 4.4                 
Vardas7798     Pavarde7798    4.6                 4.8                 
Vardas2927     Pavarde2927    4.6                 4                   
Vardas774      Pavarde774     4.6                 4.8                 
Vardas3881     Pavarde3881    4.6                 5.2                 
Vardas2408     Pavarde2408    4.6                 4.8                 
Vardas975      Pavarde975     4.6                 4                   
Vardas3892     Pavarde3892    4.6                 4.8                 
Vardas5741     Pavarde5741    4.6                 4.8                 
Vardas6984     Pavarde6984    4.6                 4.8                 
Vardas4948     Pavarde4948    4.6                 4.4                 
Vardas6985     Pavarde6985    4.6                 4.4                 
Vardas1241     Pavarde1241    4.6                 4.4                 
Vardas6750     Pavarde6750    4.6                 4.8                 
Vardas9272     Pavarde9272    4.6                 4.4                 
Vardas9286     Pavarde9286    4.6                 4.8                 
Vardas1859     Pavarde1859    4.6                 4                   
Vardas7634     Pavarde7634    4.6                 4.8                 
Vardas3198     Pavarde3198    4.6                 4.4                 
Vardas4466     Pavarde4466    4.6                 4.4                 
Vardas5145     Pavarde5145    4.6                 4.8                 
Vardas2340     Pavarde2340    4.6                 4                   
Vardas488      Pavarde488     4.6                 4.4                 
Vardas9913     Pavarde9913    4.6                 4.4                 
Vardas2886     Pavarde2886    4.6                 5.6                 
Vardas1821     Pavarde1821    4.6                 4.4                 
Vardas2117     Pavarde2117    4.6                 4.4                 
Vardas7867     Pavarde7867    4.6                 4.4                 
Vardas8145     Pavarde8145    4.6                 4.8                 
Vardas7162     Pavarde7162    4.6                 5.2                 
Vardas2086     Pavarde2086    4.6                 5.2                 
Vardas5163     Pavarde5163    4.6                 4                   
Vardas5390     Pavarde5390    4.6                 4.8                 
Vardas5238     Pavarde5238    4.6                 4.8                 
Vardas6165     Pavarde6165    4.6                 4.4                 
Vardas7765     Pavarde7765    4.6                 4.8                 
Vardas997      Pavarde997     4.6                 4.8                 
Vardas6022     Pavarde6022    4.6                 4.4                 
Vardas4151     Pavarde4151    4.6                 4.4                 
Vardas5079     Pavarde5079    4.6                 4                   
Vardas9085     Pavarde9085    4.6                 4.8                 
Vardas392      Pavarde392     4.6                 4.8                 
Vardas4911     Pavarde4911    4.6                 5.2                 
Vardas2569     Pavarde2569    4.6                 5                   
Vardas3745     Pavarde3745    4.6                 4.6                 
Vardas2442     Pavarde2442    4.6                 5.4                 
Vardas331      Pavarde331     4.6                 4.6                 
Vardas3039     Pavarde3039    4.6                 5                   
Vardas8131     Pavarde8131    4.6                 4.6                 
Vardas9315     Pavarde9315    4.6                 5                   
Vardas295      Pavarde295     4.6                 4.6                 
Vardas9357     Pavarde9357    4.6                 4.6                 
Vardas3124     Pavarde3124    4.6                 5.4                 
Vardas979      Pavarde979     4.6                 4.6                 
Vardas8048     Pavarde8048    4.6                 4.2                 
Vardas1581     Pavarde1581    4.6                 5                   
Vardas8880     Pavarde8880    4.6                 5                   
Vardas2649     Pavarde2649    4.6                 4.2                 
Vardas631      Pavarde631     4.6                 5                   
Vardas8132     Pavarde8132    4.6                 4.6                 
Vardas3208     Pavarde3208    4.6                 4.6                 
Vardas9106     Pavarde9106    4.6                 4.2                 
